drugbank_id,groups,name,type
DB00517,['approved'],Anisotropine methylbromide,small molecule
DB00518,"['approved', 'vet_approved']",Albendazole,small molecule
DB00519,['approved'],Trandolapril,small molecule
DB00520,['approved'],Caspofungin,small molecule
DB00521,['approved'],Carteolol,small molecule
DB00522,"['investigational', 'withdrawn']",Bentiromide,small molecule
DB00523,"['approved', 'investigational']",Alitretinoin,small molecule
DB00524,['approved'],Metolazone,small molecule
DB00525,"['approved', 'investigational', 'vet_approved']",Tolnaftate,small molecule
DB00526,"['approved', 'investigational']",Oxaliplatin,small molecule
DB00527,"['approved', 'vet_approved']",Cinchocaine,small molecule
DB00528,"['approved', 'investigational']",Lercanidipine,small molecule
DB00529,['approved'],Foscarnet,small molecule
DB00530,"['approved', 'investigational']",Erlotinib,small molecule
DB00531,"['approved', 'investigational']",Cyclophosphamide,small molecule
DB00532,"['approved', 'investigational', 'withdrawn']",Mephenytoin,small molecule
DB00533,"['approved', 'investigational', 'withdrawn']",Rofecoxib,small molecule
DB00534,"['approved', 'withdrawn']",Chlormerodrin,small molecule
DB00535,['approved'],Cefdinir,small molecule
DB00536,['approved'],Guanidine,small molecule
DB00537,"['approved', 'investigational']",Ciprofloxacin,small molecule
DB00538,"['approved', 'investigational']",Gadoversetamide,small molecule
DB00539,"['approved', 'investigational']",Toremifene,small molecule
DB00540,['approved'],Nortriptyline,small molecule
DB00541,"['approved', 'investigational']",Vincristine,small molecule
DB00542,"['approved', 'investigational']",Benazepril,small molecule
DB00543,['approved'],Amoxapine,small molecule
DB00544,['approved'],Fluorouracil,small molecule
DB00545,"['approved', 'investigational']",Pyridostigmine,small molecule
DB00546,['experimental'],Adinazolam,small molecule
DB00547,['approved'],Desoximetasone,small molecule
DB00548,['approved'],Azelaic acid,small molecule
DB00549,"['approved', 'investigational']",Zafirlukast,small molecule
DB00550,"['approved', 'investigational']",Propylthiouracil,small molecule
DB00551,['approved'],Acetohydroxamic acid,small molecule
DB00552,"['approved', 'investigational']",Pentostatin,small molecule
DB00553,['approved'],Methoxsalen,small molecule
DB00554,"['approved', 'investigational']",Piroxicam,small molecule
DB00555,"['approved', 'investigational']",Lamotrigine,small molecule
DB00556,['approved'],Perflutren,small molecule
DB00557,['approved'],Hydroxyzine,small molecule
DB00558,"['approved', 'investigational']",Zanamivir,small molecule
DB00559,"['approved', 'investigational']",Bosentan,small molecule
DB00560,['approved'],Tigecycline,small molecule
DB00561,"['approved', 'vet_approved']",Doxapram,small molecule
DB00562,['approved'],Benzthiazide,small molecule
DB00563,['approved'],Methotrexate,small molecule
DB00564,"['approved', 'investigational']",Carbamazepine,small molecule
DB00565,['approved'],Cisatracurium,small molecule
DB00566,['approved'],Succimer,small molecule
DB00567,"['approved', 'investigational', 'vet_approved']",Cephalexin,small molecule
DB00568,"['approved', 'investigational']",Cinnarizine,small molecule
DB00569,"['approved', 'investigational']",Fondaparinux,small molecule
DB00570,['approved'],Vinblastine,small molecule
DB00571,"['approved', 'investigational']",Propranolol,small molecule
DB00572,"['approved', 'vet_approved']",Atropine,small molecule
DB00573,['approved'],Fenoprofen,small molecule
DB00574,"['approved', 'illicit', 'investigational', 'withdrawn']",Fenfluramine,small molecule
DB00575,['approved'],Clonidine,small molecule
DB00576,"['approved', 'investigational', 'vet_approved']",Sulfamethizole,small molecule
DB00577,"['approved', 'investigational']",Valaciclovir,small molecule
DB00578,"['approved', 'investigational']",Carbenicillin,small molecule
DB00579,"['approved', 'investigational']",Mazindol,small molecule
DB00580,"['approved', 'investigational', 'withdrawn']",Valdecoxib,small molecule
DB00581,['approved'],Lactulose,small molecule
DB00582,['approved'],Voriconazole,small molecule
DB00583,"['approved', 'investigational']",Levocarnitine,small molecule
DB00584,"['approved', 'vet_approved']",Enalapril,small molecule
DB00585,['approved'],Nizatidine,small molecule
DB00586,"['approved', 'vet_approved']",Diclofenac,small molecule
DB00587,['experimental'],Cinalukast,small molecule
DB00588,['approved'],Fluticasone propionate,small molecule
DB00589,"['approved', 'investigational']",Lisuride,small molecule
DB00590,['approved'],Doxazosin,small molecule
DB00591,"['approved', 'investigational', 'vet_approved']",Fluocinolone acetonide,small molecule
DB00592,"['approved', 'vet_approved']",Piperazine,small molecule
DB00593,['approved'],Ethosuximide,small molecule
DB00594,['approved'],Amiloride,small molecule
DB00595,"['approved', 'investigational', 'vet_approved']",Oxytetracycline,small molecule
DB00596,['approved'],Ulobetasol,small molecule
DB00597,"['approved', 'investigational']",Gadoteridol,small molecule
DB00598,['approved'],Labetalol,small molecule
DB00599,"['approved', 'vet_approved']",Thiopental,small molecule
DB00600,['approved'],Monobenzone,small molecule
DB00601,"['approved', 'investigational']",Linezolid,small molecule
DB00602,"['approved', 'investigational', 'vet_approved']",Ivermectin,small molecule
DB00603,"['approved', 'investigational']",Medroxyprogesterone acetate,small molecule
DB00604,"['approved', 'investigational', 'withdrawn']",Cisapride,small molecule
DB00605,"['approved', 'investigational']",Sulindac,small molecule
DB00606,['approved'],Cyclothiazide,small molecule
DB00607,"['approved', 'investigational']",Nafcillin,small molecule
DB00608,"['approved', 'investigational', 'vet_approved']",Chloroquine,small molecule
DB00609,['approved'],Ethionamide,small molecule
DB00610,"['approved', 'investigational']",Metaraminol,small molecule
DB00611,"['approved', 'illicit', 'vet_approved']",Butorphanol,small molecule
DB00612,['approved'],Bisoprolol,small molecule
DB00613,"['approved', 'investigational']",Amodiaquine,small molecule
DB00614,"['experimental', 'vet_approved']",Furazolidone,small molecule
DB00615,"['approved', 'investigational']",Rifabutin,small molecule
DB00616,['experimental'],Candoxatril,small molecule
DB00617,['approved'],Paramethadione,small molecule
DB00618,['approved'],Demeclocycline,small molecule
DB00619,['approved'],Imatinib,small molecule
DB00620,"['approved', 'vet_approved']",Triamcinolone,small molecule
DB00621,"['approved', 'investigational']",Oxandrolone,small molecule
DB00622,"['approved', 'investigational']",Nicardipine,small molecule
DB00623,['approved'],Fluphenazine,small molecule
DB00624,"['approved', 'investigational']",Testosterone,small molecule
DB00625,"['approved', 'investigational']",Efavirenz,small molecule
DB00626,"['approved', 'vet_approved']",Bacitracin,small molecule
DB00627,"['approved', 'investigational', 'nutraceutical']",Niacin,small molecule
DB00628,"['approved', 'illicit']",Clorazepic acid,small molecule
DB00629,"['approved', 'investigational']",Guanabenz,small molecule
DB00630,['approved'],Alendronic acid,small molecule
DB00631,"['approved', 'investigational']",Clofarabine,small molecule
DB00632,"['approved', 'investigational']",Docosanol,small molecule
DB00633,"['approved', 'vet_approved']",Dexmedetomidine,small molecule
DB00634,['approved'],Sulfacetamide,small molecule
DB00635,"['approved', 'vet_approved']",Prednisone,small molecule
DB00636,"['approved', 'investigational']",Clofibrate,small molecule
DB00637,"['approved', 'withdrawn']",Astemizole,small molecule
DB00638,"['approved', 'investigational', 'nutraceutical']",Inulin,small molecule
DB00639,['approved'],Butoconazole,small molecule
DB00640,"['approved', 'investigational']",Adenosine,small molecule
DB00641,['approved'],Simvastatin,small molecule
DB00642,"['approved', 'investigational']",Pemetrexed,small molecule
DB00643,"['approved', 'vet_approved']",Mebendazole,small molecule
DB00644,"['approved', 'investigational', 'vet_approved']",Gonadorelin,small molecule
DB00645,['approved'],Dyclonine,small molecule
DB00646,"['approved', 'vet_approved']",Nystatin,small molecule
DB00647,"['approved', 'illicit', 'investigational', 'withdrawn']",Dextropropoxyphene,small molecule
DB00648,['approved'],Mitotane,small molecule
DB00649,"['approved', 'investigational']",Stavudine,small molecule
DB00650,['approved'],Leucovorin,small molecule
DB00651,['approved'],Dyphylline,small molecule
DB00652,"['approved', 'vet_approved']",Pentazocine,small molecule
DB00653,"['approved', 'investigational', 'vet_approved']",Magnesium sulfate,small molecule
DB00654,"['approved', 'investigational']",Latanoprost,small molecule
DB00655,['approved'],Estrone,small molecule
DB00656,"['approved', 'investigational']",Trazodone,small molecule
DB00657,"['approved', 'investigational']",Mecamylamine,small molecule
DB00658,['approved'],Sevelamer,small molecule
DB00659,"['approved', 'investigational']",Acamprosate,small molecule
DB00660,['approved'],Metaxalone,small molecule
DB00661,['approved'],Verapamil,small molecule
DB00662,"['approved', 'investigational']",Trimethobenzamide,small molecule
DB00663,"['approved', 'vet_approved']",Flumethasone,small molecule
DB00664,"['approved', 'withdrawn']",Sulfametopyrazine,small molecule
DB00665,"['approved', 'investigational']",Nilutamide,small molecule
DB00666,['approved'],Nafarelin,small molecule
DB00668,"['approved', 'vet_approved']",Epinephrine,small molecule
DB00669,"['approved', 'investigational']",Sumatriptan,small molecule
DB00670,['approved'],Pirenzepine,small molecule
DB00671,"['approved', 'investigational']",Cefixime,small molecule
DB00672,"['approved', 'investigational']",Chlorpropamide,small molecule
DB00673,"['approved', 'investigational']",Aprepitant,small molecule
DB00674,['approved'],Galantamine,small molecule
DB00675,['approved'],Tamoxifen,small molecule
DB00676,['approved'],Benzyl benzoate,small molecule
DB00677,"['approved', 'investigational', 'withdrawn']",Isoflurophate,small molecule
DB00678,['approved'],Losartan,small molecule
DB00679,"['approved', 'withdrawn']",Thioridazine,small molecule
DB00680,"['approved', 'investigational', 'withdrawn']",Moricizine,small molecule
DB00681,"['approved', 'investigational']",Amphotericin B,small molecule
DB00682,['approved'],Warfarin,small molecule
DB00683,"['approved', 'illicit']",Midazolam,small molecule
DB00684,"['approved', 'investigational']",Tobramycin,small molecule
DB00685,"['approved', 'investigational', 'withdrawn']",Trovafloxacin,small molecule
DB00686,['approved'],Pentosan polysulfate,small molecule
DB00687,"['approved', 'investigational']",Fludrocortisone,small molecule
DB00688,"['approved', 'investigational']",Mycophenolate mofetil,small molecule
DB00689,['approved'],Cephaloglycin,small molecule
DB00690,"['approved', 'illicit', 'investigational']",Flurazepam,small molecule
DB00691,['approved'],Moexipril,small molecule
DB00692,['approved'],Phentolamine,small molecule
DB00693,['approved'],Fluorescein,small molecule
DB00694,['approved'],Daunorubicin,small molecule
DB00695,"['approved', 'vet_approved']",Furosemide,small molecule
DB00696,['approved'],Ergotamine,small molecule
DB00697,"['approved', 'investigational']",Tizanidine,small molecule
DB00698,"['approved', 'vet_approved']",Nitrofurantoin,small molecule
DB00699,"['approved', 'investigational']",Nicergoline,small molecule
DB00700,['approved'],Eplerenone,small molecule
DB00701,"['approved', 'investigational']",Amprenavir,small molecule
DB00702,"['approved', 'investigational']",Icodextrin,small molecule
DB00703,['approved'],Methazolamide,small molecule
DB00704,"['approved', 'investigational', 'vet_approved']",Naltrexone,small molecule
DB00705,['approved'],Delavirdine,small molecule
DB00706,"['approved', 'investigational']",Tamsulosin,small molecule
DB00707,"['approved', 'investigational']",Porfimer sodium,small molecule
DB00708,"['approved', 'investigational']",Sufentanil,small molecule
DB00709,"['approved', 'investigational']",Lamivudine,small molecule
DB00710,"['approved', 'investigational']",Ibandronate,small molecule
DB00711,"['approved', 'investigational', 'vet_approved']",Diethylcarbamazine,small molecule
DB00712,"['approved', 'investigational']",Flurbiprofen,small molecule
DB00713,"['approved', 'investigational']",Oxacillin,small molecule
DB00714,"['approved', 'investigational']",Apomorphine,small molecule
DB00715,"['approved', 'investigational']",Paroxetine,small molecule
DB00716,"['approved', 'investigational']",Nedocromil,small molecule
DB00717,['approved'],Norethisterone,small molecule
DB00718,"['approved', 'investigational']",Adefovir dipivoxil,small molecule
DB00719,['approved'],Azatadine,small molecule
DB00720,"['approved', 'investigational', 'vet_approved']",Clodronic acid,small molecule
DB00721,"['approved', 'investigational', 'vet_approved']",Procaine,small molecule
DB00722,"['approved', 'investigational']",Lisinopril,small molecule
DB00723,"['approved', 'investigational']",Methoxamine,small molecule
DB00724,"['approved', 'investigational']",Imiquimod,small molecule
DB00725,['approved'],Homatropine methylbromide,small molecule
DB00726,['approved'],Trimipramine,small molecule
DB00727,"['approved', 'investigational']",Nitroglycerin,small molecule
DB00728,['approved'],Rocuronium,small molecule
DB00730,"['approved', 'vet_approved']",Thiabendazole,small molecule
DB00731,"['approved', 'investigational']",Nateglinide,small molecule
DB00732,['approved'],Atracurium besylate,small molecule
DB00733,"['approved', 'vet_approved']",Pralidoxime,small molecule
DB00734,"['approved', 'investigational']",Risperidone,small molecule
DB00735,['approved'],Naftifine,small molecule
DB00736,"['approved', 'investigational']",Esomeprazole,small molecule
DB00737,['approved'],Meclizine,small molecule
DB00738,"['approved', 'investigational']",Pentamidine,small molecule
DB00739,"['approved', 'vet_approved', 'withdrawn']",Hetacillin,small molecule
DB00740,"['approved', 'investigational']",Riluzole,small molecule
DB00741,"['approved', 'vet_approved']",Hydrocortisone,small molecule
DB00742,"['approved', 'investigational']",Mannitol,small molecule
DB00743,"['approved', 'investigational']",Gadobenic acid,small molecule
DB00744,"['approved', 'investigational', 'withdrawn']",Zileuton,small molecule
